filepath,emotion
processed_clips\456_clip_5.npz,Surprise
processed_clips\456_clip_6.npz,Surprise
processed_clips\456_clip_7.npz,Surprise
processed_clips\456_clip_8.npz,Surprise
processed_clips\456_clip_9.npz,Surprise
processed_clips\456_clip_10.npz,Surprise
processed_clips\456_clip_11.npz,Surprise
processed_clips\456_clip_12.npz,Surprise
processed_clips\456_clip_13.npz,Surprise
processed_clips\456_clip_14.npz,Surprise
processed_clips\457_clip_0.npz,Joy
processed_clips\457_clip_1.npz,Joy
processed_clips\457_clip_2.npz,Joy
processed_clips\457_clip_3.npz,Joy
processed_clips\457_clip_4.npz,Joy
processed_clips\457_clip_5.npz,Joy
processed_clips\457_clip_6.npz,Joy
processed_clips\457_clip_7.npz,Joy
processed_clips\457_clip_8.npz,Joy
processed_clips\457_clip_9.npz,Joy
processed_clips\457_clip_10.npz,Joy
processed_clips\457_clip_11.npz,Joy
processed_clips\457_clip_12.npz,Joy
processed_clips\457_clip_13.npz,Joy
processed_clips\457_clip_14.npz,Joy
processed_clips\457_clip_15.npz,Joy
processed_clips\458_clip_0.npz,Neutral
processed_clips\458_clip_1.npz,Neutral
processed_clips\458_clip_2.npz,Neutral
processed_clips\458_clip_3.npz,Neutral
processed_clips\458_clip_4.npz,Neutral
processed_clips\458_clip_5.npz,Neutral
processed_clips\458_clip_6.npz,Neutral
processed_clips\458_clip_7.npz,Neutral
processed_clips\458_clip_8.npz,Neutral
processed_clips\458_clip_9.npz,Neutral
processed_clips\458_clip_10.npz,Neutral
processed_clips\458_clip_11.npz,Neutral
processed_clips\458_clip_12.npz,Neutral
processed_clips\459_clip_0.npz,Proud
processed_clips\459_clip_1.npz,Proud
processed_clips\459_clip_2.npz,Proud
processed_clips\459_clip_3.npz,Proud
processed_clips\459_clip_4.npz,Proud
processed_clips\459_clip_5.npz,Proud
processed_clips\459_clip_6.npz,Proud
processed_clips\459_clip_7.npz,Proud
processed_clips\459_clip_8.npz,Proud
processed_clips\459_clip_9.npz,Proud
processed_clips\459_clip_10.npz,Proud
processed_clips\459_clip_11.npz,Proud
processed_clips\459_clip_12.npz,Proud
processed_clips\459_clip_13.npz,Proud
processed_clips\459_clip_14.npz,Proud
processed_clips\459_clip_15.npz,Proud
processed_clips\459_clip_16.npz,Proud
processed_clips\459_clip_17.npz,Proud
processed_clips\459_clip_18.npz,Proud
processed_clips\459_clip_19.npz,Proud
processed_clips\459_clip_20.npz,Proud
processed_clips\459_clip_21.npz,Proud
processed_clips\459_clip_22.npz,Proud
processed_clips\459_clip_23.npz,Proud
processed_clips\459_clip_24.npz,Proud
processed_clips\461_clip_0.npz,Surprise
processed_clips\461_clip_1.npz,Surprise
processed_clips\461_clip_2.npz,Surprise
processed_clips\461_clip_3.npz,Surprise
processed_clips\461_clip_4.npz,Surprise
processed_clips\461_clip_5.npz,Surprise
processed_clips\461_clip_6.npz,Surprise
processed_clips\461_clip_7.npz,Surprise
processed_clips\461_clip_8.npz,Surprise
processed_clips\461_clip_9.npz,Surprise
processed_clips\461_clip_10.npz,Surprise
processed_clips\461_clip_11.npz,Surprise
processed_clips\461_clip_12.npz,Surprise
processed_clips\461_clip_13.npz,Surprise
processed_clips\462_clip_0.npz,Trust
processed_clips\462_clip_1.npz,Trust
processed_clips\462_clip_2.npz,Trust
processed_clips\462_clip_3.npz,Trust
processed_clips\462_clip_4.npz,Trust
processed_clips\462_clip_5.npz,Trust
processed_clips\462_clip_6.npz,Trust
processed_clips\462_clip_7.npz,Trust
processed_clips\462_clip_8.npz,Trust
processed_clips\462_clip_9.npz,Trust
processed_clips\462_clip_10.npz,Trust
processed_clips\462_clip_11.npz,Trust
processed_clips\462_clip_12.npz,Trust
processed_clips\462_clip_13.npz,Trust
processed_clips\462_clip_14.npz,Trust
processed_clips\463_clip_0.npz,Proud
processed_clips\463_clip_1.npz,Proud
processed_clips\463_clip_2.npz,Proud
processed_clips\463_clip_3.npz,Proud
processed_clips\463_clip_4.npz,Proud
processed_clips\463_clip_5.npz,Proud
processed_clips\463_clip_6.npz,Proud
processed_clips\463_clip_7.npz,Proud
processed_clips\463_clip_8.npz,Proud
processed_clips\463_clip_9.npz,Proud
processed_clips\463_clip_10.npz,Proud
processed_clips\463_clip_11.npz,Proud
processed_clips\463_clip_12.npz,Proud
processed_clips\463_clip_13.npz,Proud
processed_clips\463_clip_14.npz,Proud
processed_clips\463_clip_15.npz,Proud
processed_clips\463_clip_16.npz,Proud
processed_clips\463_clip_17.npz,Proud
processed_clips\463_clip_18.npz,Proud
processed_clips\464_clip_0.npz,Proud
processed_clips\464_clip_1.npz,Proud
processed_clips\464_clip_2.npz,Proud
processed_clips\464_clip_3.npz,Proud
processed_clips\464_clip_4.npz,Proud
processed_clips\464_clip_5.npz,Proud
processed_clips\464_clip_6.npz,Proud
processed_clips\464_clip_7.npz,Proud
processed_clips\464_clip_8.npz,Proud
processed_clips\464_clip_9.npz,Proud
processed_clips\464_clip_10.npz,Proud
processed_clips\464_clip_11.npz,Proud
processed_clips\464_clip_12.npz,Proud
processed_clips\464_clip_13.npz,Proud
processed_clips\464_clip_14.npz,Proud
processed_clips\464_clip_15.npz,Proud
processed_clips\464_clip_16.npz,Proud
processed_clips\464_clip_17.npz,Proud
processed_clips\464_clip_18.npz,Proud
processed_clips\465_clip_0.npz,Trust
processed_clips\465_clip_1.npz,Trust
processed_clips\465_clip_2.npz,Trust
processed_clips\465_clip_3.npz,Trust
processed_clips\465_clip_4.npz,Trust
processed_clips\465_clip_5.npz,Trust
processed_clips\465_clip_6.npz,Trust
processed_clips\465_clip_7.npz,Trust
processed_clips\465_clip_8.npz,Trust
processed_clips\465_clip_9.npz,Trust
processed_clips\465_clip_10.npz,Trust
processed_clips\466_clip_0.npz,Surprise
processed_clips\466_clip_1.npz,Surprise
processed_clips\466_clip_2.npz,Surprise
processed_clips\466_clip_3.npz,Surprise
processed_clips\466_clip_4.npz,Surprise
processed_clips\466_clip_5.npz,Surprise
processed_clips\466_clip_6.npz,Surprise
processed_clips\466_clip_7.npz,Surprise
processed_clips\466_clip_8.npz,Surprise
processed_clips\466_clip_9.npz,Surprise
processed_clips\466_clip_10.npz,Surprise
processed_clips\466_clip_11.npz,Surprise
processed_clips\466_clip_12.npz,Surprise
processed_clips\466_clip_13.npz,Surprise
processed_clips\466_clip_14.npz,Surprise
processed_clips\467_clip_0.npz,Proud
processed_clips\467_clip_1.npz,Proud
processed_clips\467_clip_2.npz,Proud
processed_clips\467_clip_3.npz,Proud
processed_clips\467_clip_4.npz,Proud
processed_clips\467_clip_5.npz,Proud
processed_clips\467_clip_6.npz,Proud
processed_clips\467_clip_7.npz,Proud
processed_clips\467_clip_8.npz,Proud
processed_clips\467_clip_9.npz,Proud
processed_clips\467_clip_10.npz,Proud
processed_clips\467_clip_11.npz,Proud
processed_clips\467_clip_12.npz,Proud
processed_clips\467_clip_13.npz,Proud
processed_clips\467_clip_14.npz,Proud
processed_clips\467_clip_15.npz,Proud
processed_clips\467_clip_16.npz,Proud
processed_clips\467_clip_17.npz,Proud
processed_clips\467_clip_18.npz,Proud
processed_clips\467_clip_19.npz,Proud
processed_clips\467_clip_20.npz,Proud
processed_clips\468_clip_0.npz,Surprise
processed_clips\468_clip_1.npz,Surprise
processed_clips\468_clip_2.npz,Surprise
processed_clips\468_clip_3.npz,Surprise
processed_clips\468_clip_4.npz,Surprise
processed_clips\468_clip_5.npz,Surprise
processed_clips\468_clip_6.npz,Surprise
processed_clips\468_clip_7.npz,Surprise
processed_clips\468_clip_8.npz,Surprise
processed_clips\468_clip_9.npz,Surprise
processed_clips\468_clip_10.npz,Surprise
processed_clips\468_clip_11.npz,Surprise
processed_clips\468_clip_12.npz,Surprise
processed_clips\468_clip_13.npz,Surprise
processed_clips\468_clip_14.npz,Surprise
processed_clips\468_clip_15.npz,Surprise
processed_clips\468_clip_16.npz,Surprise
processed_clips\468_clip_17.npz,Surprise
processed_clips\468_clip_18.npz,Surprise
processed_clips\469_clip_0.npz,Trust
processed_clips\469_clip_1.npz,Trust
processed_clips\469_clip_2.npz,Trust
processed_clips\469_clip_3.npz,Trust
processed_clips\469_clip_4.npz,Trust
processed_clips\469_clip_5.npz,Trust
processed_clips\469_clip_6.npz,Trust
processed_clips\469_clip_7.npz,Trust
processed_clips\469_clip_8.npz,Trust
processed_clips\469_clip_9.npz,Trust
processed_clips\469_clip_10.npz,Trust
processed_clips\469_clip_11.npz,Trust
processed_clips\469_clip_12.npz,Trust
processed_clips\470_clip_0.npz,Proud
processed_clips\470_clip_1.npz,Proud
processed_clips\470_clip_2.npz,Proud
processed_clips\470_clip_3.npz,Proud
processed_clips\470_clip_4.npz,Proud
processed_clips\470_clip_5.npz,Proud
processed_clips\470_clip_6.npz,Proud
processed_clips\470_clip_7.npz,Proud
processed_clips\470_clip_8.npz,Proud
processed_clips\470_clip_9.npz,Proud
processed_clips\470_clip_10.npz,Proud
processed_clips\470_clip_11.npz,Proud
processed_clips\470_clip_12.npz,Proud
processed_clips\471_clip_0.npz,Trust
processed_clips\471_clip_1.npz,Trust
processed_clips\471_clip_2.npz,Trust
processed_clips\471_clip_3.npz,Trust
processed_clips\471_clip_4.npz,Trust
processed_clips\471_clip_5.npz,Trust
processed_clips\471_clip_6.npz,Trust
processed_clips\471_clip_7.npz,Trust
processed_clips\471_clip_8.npz,Trust
processed_clips\471_clip_9.npz,Trust
processed_clips\471_clip_10.npz,Trust
processed_clips\472_clip_0.npz,Proud
processed_clips\472_clip_1.npz,Proud
processed_clips\472_clip_2.npz,Proud
processed_clips\472_clip_3.npz,Proud
processed_clips\472_clip_4.npz,Proud
processed_clips\472_clip_5.npz,Proud
processed_clips\472_clip_6.npz,Proud
processed_clips\472_clip_7.npz,Proud
processed_clips\472_clip_8.npz,Proud
processed_clips\473_clip_0.npz,Trust
processed_clips\473_clip_1.npz,Trust
processed_clips\473_clip_2.npz,Trust
processed_clips\473_clip_3.npz,Trust
processed_clips\473_clip_4.npz,Trust
processed_clips\473_clip_5.npz,Trust
processed_clips\473_clip_6.npz,Trust
processed_clips\473_clip_7.npz,Trust
processed_clips\473_clip_8.npz,Trust
processed_clips\473_clip_9.npz,Trust
processed_clips\473_clip_10.npz,Trust
processed_clips\473_clip_11.npz,Trust
processed_clips\473_clip_12.npz,Trust
processed_clips\473_clip_13.npz,Trust
processed_clips\473_clip_14.npz,Trust
processed_clips\473_clip_15.npz,Trust
processed_clips\473_clip_16.npz,Trust
processed_clips\474_clip_0.npz,Proud
processed_clips\474_clip_1.npz,Proud
processed_clips\474_clip_2.npz,Proud
processed_clips\474_clip_3.npz,Proud
processed_clips\474_clip_4.npz,Proud
processed_clips\474_clip_5.npz,Proud
processed_clips\474_clip_6.npz,Proud
processed_clips\474_clip_7.npz,Proud
processed_clips\474_clip_8.npz,Proud
processed_clips\474_clip_9.npz,Proud
processed_clips\474_clip_10.npz,Proud
processed_clips\475_clip_0.npz,Surprise
processed_clips\475_clip_1.npz,Surprise
processed_clips\475_clip_2.npz,Surprise
processed_clips\475_clip_3.npz,Surprise
processed_clips\475_clip_4.npz,Surprise
processed_clips\475_clip_5.npz,Surprise
processed_clips\475_clip_6.npz,Surprise
processed_clips\475_clip_7.npz,Surprise
processed_clips\475_clip_8.npz,Surprise
processed_clips\475_clip_9.npz,Surprise
processed_clips\475_clip_10.npz,Surprise
processed_clips\475_clip_11.npz,Surprise
processed_clips\475_clip_12.npz,Surprise
processed_clips\475_clip_13.npz,Surprise
processed_clips\475_clip_14.npz,Surprise
processed_clips\475_clip_15.npz,Surprise
processed_clips\476_clip_0.npz,Trust
processed_clips\476_clip_1.npz,Trust
processed_clips\476_clip_2.npz,Trust
processed_clips\476_clip_3.npz,Trust
processed_clips\476_clip_4.npz,Trust
processed_clips\476_clip_5.npz,Trust
processed_clips\476_clip_6.npz,Trust
processed_clips\476_clip_7.npz,Trust
processed_clips\476_clip_8.npz,Trust
processed_clips\477_clip_0.npz,Trust
processed_clips\477_clip_1.npz,Trust
processed_clips\477_clip_2.npz,Trust
processed_clips\477_clip_3.npz,Trust
processed_clips\477_clip_4.npz,Trust
processed_clips\477_clip_5.npz,Trust
processed_clips\477_clip_6.npz,Trust
processed_clips\477_clip_7.npz,Trust
processed_clips\477_clip_8.npz,Trust
processed_clips\477_clip_9.npz,Trust
processed_clips\477_clip_10.npz,Trust
processed_clips\477_clip_11.npz,Trust
processed_clips\477_clip_12.npz,Trust
processed_clips\477_clip_13.npz,Trust
processed_clips\477_clip_14.npz,Trust
processed_clips\477_clip_15.npz,Trust
processed_clips\478_clip_0.npz,Surprise
processed_clips\478_clip_1.npz,Surprise
processed_clips\478_clip_2.npz,Surprise
processed_clips\478_clip_3.npz,Surprise
processed_clips\478_clip_4.npz,Surprise
processed_clips\478_clip_5.npz,Surprise
processed_clips\478_clip_6.npz,Surprise
processed_clips\479_clip_0.npz,Proud
processed_clips\479_clip_1.npz,Proud
processed_clips\479_clip_2.npz,Proud
processed_clips\479_clip_3.npz,Proud
processed_clips\479_clip_4.npz,Proud
processed_clips\479_clip_5.npz,Proud
processed_clips\479_clip_6.npz,Proud
processed_clips\479_clip_7.npz,Proud
processed_clips\480_clip_0.npz,Trust
processed_clips\480_clip_1.npz,Trust
processed_clips\480_clip_2.npz,Trust
processed_clips\480_clip_3.npz,Trust
processed_clips\480_clip_4.npz,Trust
processed_clips\480_clip_5.npz,Trust
processed_clips\480_clip_6.npz,Trust
processed_clips\480_clip_7.npz,Trust
processed_clips\480_clip_8.npz,Trust
processed_clips\480_clip_9.npz,Trust
processed_clips\480_clip_10.npz,Trust
processed_clips\480_clip_11.npz,Trust
processed_clips\480_clip_12.npz,Trust
processed_clips\480_clip_13.npz,Trust
processed_clips\480_clip_14.npz,Trust
processed_clips\480_clip_15.npz,Trust
processed_clips\480_clip_16.npz,Trust
processed_clips\480_clip_17.npz,Trust
processed_clips\480_clip_18.npz,Trust
processed_clips\480_clip_19.npz,Trust
processed_clips\481_clip_0.npz,Anger
processed_clips\481_clip_1.npz,Anger
processed_clips\481_clip_2.npz,Anger
processed_clips\481_clip_3.npz,Anger
processed_clips\481_clip_4.npz,Anger
processed_clips\481_clip_5.npz,Anger
processed_clips\481_clip_6.npz,Anger
processed_clips\481_clip_7.npz,Anger
processed_clips\481_clip_8.npz,Anger
processed_clips\481_clip_9.npz,Anger
processed_clips\482_clip_0.npz,Proud
processed_clips\482_clip_1.npz,Proud
processed_clips\482_clip_2.npz,Proud
processed_clips\482_clip_3.npz,Proud
processed_clips\482_clip_4.npz,Proud
processed_clips\482_clip_5.npz,Proud
processed_clips\482_clip_6.npz,Proud
processed_clips\482_clip_7.npz,Proud
processed_clips\482_clip_8.npz,Proud
processed_clips\482_clip_9.npz,Proud
processed_clips\482_clip_10.npz,Proud
processed_clips\483_clip_0.npz,Trust
processed_clips\483_clip_1.npz,Trust
processed_clips\483_clip_2.npz,Trust
processed_clips\483_clip_3.npz,Trust
processed_clips\483_clip_4.npz,Trust
processed_clips\483_clip_5.npz,Trust
processed_clips\483_clip_6.npz,Trust
processed_clips\483_clip_7.npz,Trust
processed_clips\483_clip_8.npz,Trust
processed_clips\483_clip_9.npz,Trust
processed_clips\483_clip_10.npz,Trust
processed_clips\483_clip_11.npz,Trust
processed_clips\483_clip_12.npz,Trust
processed_clips\483_clip_13.npz,Trust
processed_clips\484_clip_0.npz,Surprise
processed_clips\484_clip_1.npz,Surprise
processed_clips\484_clip_2.npz,Surprise
processed_clips\484_clip_3.npz,Surprise
processed_clips\484_clip_4.npz,Surprise
processed_clips\484_clip_5.npz,Surprise
processed_clips\484_clip_6.npz,Surprise
processed_clips\484_clip_7.npz,Surprise
processed_clips\484_clip_8.npz,Surprise
processed_clips\484_clip_9.npz,Surprise
processed_clips\484_clip_10.npz,Surprise
processed_clips\484_clip_11.npz,Surprise
processed_clips\484_clip_12.npz,Surprise
processed_clips\484_clip_13.npz,Surprise
processed_clips\484_clip_14.npz,Surprise
processed_clips\484_clip_15.npz,Surprise
processed_clips\484_clip_16.npz,Surprise
processed_clips\485_clip_0.npz,Trust
processed_clips\485_clip_1.npz,Trust
processed_clips\485_clip_2.npz,Trust
processed_clips\485_clip_3.npz,Trust
processed_clips\485_clip_4.npz,Trust
processed_clips\485_clip_5.npz,Trust
processed_clips\485_clip_6.npz,Trust
processed_clips\485_clip_7.npz,Trust
processed_clips\485_clip_8.npz,Trust
processed_clips\485_clip_9.npz,Trust
processed_clips\485_clip_10.npz,Trust
processed_clips\485_clip_11.npz,Trust
processed_clips\485_clip_12.npz,Trust
processed_clips\485_clip_13.npz,Trust
processed_clips\485_clip_14.npz,Trust
processed_clips\485_clip_15.npz,Trust
processed_clips\485_clip_16.npz,Trust
processed_clips\485_clip_17.npz,Trust
processed_clips\485_clip_18.npz,Trust
processed_clips\485_clip_19.npz,Trust
processed_clips\485_clip_20.npz,Trust
processed_clips\486_clip_0.npz,Trust
processed_clips\486_clip_1.npz,Trust
processed_clips\486_clip_2.npz,Trust
processed_clips\486_clip_3.npz,Trust
processed_clips\486_clip_4.npz,Trust
processed_clips\486_clip_5.npz,Trust
processed_clips\486_clip_6.npz,Trust
processed_clips\486_clip_7.npz,Trust
processed_clips\486_clip_8.npz,Trust
processed_clips\486_clip_9.npz,Trust
processed_clips\486_clip_10.npz,Trust
processed_clips\487_clip_0.npz,Trust
processed_clips\487_clip_1.npz,Trust
processed_clips\487_clip_2.npz,Trust
processed_clips\487_clip_3.npz,Trust
processed_clips\487_clip_4.npz,Trust
processed_clips\487_clip_5.npz,Trust
processed_clips\487_clip_6.npz,Trust
processed_clips\487_clip_7.npz,Trust
processed_clips\487_clip_8.npz,Trust
processed_clips\487_clip_9.npz,Trust
processed_clips\487_clip_10.npz,Trust
processed_clips\487_clip_11.npz,Trust
processed_clips\487_clip_12.npz,Trust
processed_clips\487_clip_13.npz,Trust
processed_clips\487_clip_14.npz,Trust
processed_clips\488_clip_0.npz,Proud
processed_clips\488_clip_1.npz,Proud
processed_clips\488_clip_2.npz,Proud
processed_clips\488_clip_3.npz,Proud
processed_clips\488_clip_4.npz,Proud
processed_clips\488_clip_5.npz,Proud
processed_clips\488_clip_6.npz,Proud
processed_clips\488_clip_7.npz,Proud
processed_clips\488_clip_8.npz,Proud
processed_clips\488_clip_9.npz,Proud
processed_clips\488_clip_10.npz,Proud
processed_clips\488_clip_11.npz,Proud
processed_clips\488_clip_12.npz,Proud
processed_clips\488_clip_13.npz,Proud
processed_clips\488_clip_14.npz,Proud
processed_clips\488_clip_15.npz,Proud
processed_clips\488_clip_16.npz,Proud
processed_clips\488_clip_17.npz,Proud
processed_clips\488_clip_18.npz,Proud
processed_clips\488_clip_19.npz,Proud
processed_clips\489_clip_0.npz,Trust
processed_clips\489_clip_1.npz,Trust
processed_clips\489_clip_2.npz,Trust
processed_clips\489_clip_3.npz,Trust
processed_clips\489_clip_4.npz,Trust
processed_clips\489_clip_5.npz,Trust
processed_clips\489_clip_6.npz,Trust
processed_clips\489_clip_7.npz,Trust
processed_clips\489_clip_8.npz,Trust
processed_clips\489_clip_9.npz,Trust
processed_clips\489_clip_10.npz,Trust
processed_clips\489_clip_11.npz,Trust
processed_clips\489_clip_12.npz,Trust
processed_clips\489_clip_13.npz,Trust
processed_clips\489_clip_14.npz,Trust
processed_clips\489_clip_15.npz,Trust
processed_clips\489_clip_16.npz,Trust
processed_clips\489_clip_17.npz,Trust
processed_clips\489_clip_18.npz,Trust
processed_clips\489_clip_19.npz,Trust
processed_clips\490_clip_0.npz,Surprise
processed_clips\490_clip_1.npz,Surprise
processed_clips\490_clip_2.npz,Surprise
processed_clips\490_clip_3.npz,Surprise
processed_clips\490_clip_4.npz,Surprise
processed_clips\490_clip_5.npz,Surprise
processed_clips\490_clip_6.npz,Surprise
processed_clips\490_clip_7.npz,Surprise
processed_clips\490_clip_8.npz,Surprise
processed_clips\490_clip_9.npz,Surprise
processed_clips\490_clip_10.npz,Surprise
processed_clips\490_clip_11.npz,Surprise
processed_clips\490_clip_12.npz,Surprise
processed_clips\490_clip_13.npz,Surprise
processed_clips\490_clip_14.npz,Surprise
processed_clips\490_clip_15.npz,Surprise
processed_clips\490_clip_16.npz,Surprise
processed_clips\490_clip_17.npz,Surprise
processed_clips\490_clip_18.npz,Surprise
processed_clips\490_clip_19.npz,Surprise
processed_clips\490_clip_20.npz,Surprise
processed_clips\490_clip_21.npz,Surprise
processed_clips\490_clip_22.npz,Surprise
processed_clips\490_clip_23.npz,Surprise
processed_clips\490_clip_24.npz,Surprise
processed_clips\490_clip_25.npz,Surprise
processed_clips\490_clip_26.npz,Surprise
processed_clips\490_clip_27.npz,Surprise
processed_clips\491_clip_0.npz,Surprise
processed_clips\491_clip_1.npz,Surprise
processed_clips\491_clip_2.npz,Surprise
processed_clips\491_clip_3.npz,Surprise
processed_clips\491_clip_4.npz,Surprise
processed_clips\491_clip_5.npz,Surprise
processed_clips\491_clip_6.npz,Surprise
processed_clips\491_clip_7.npz,Surprise
processed_clips\491_clip_8.npz,Surprise
processed_clips\491_clip_9.npz,Surprise
processed_clips\491_clip_10.npz,Surprise
processed_clips\491_clip_11.npz,Surprise
processed_clips\492_clip_0.npz,Proud
processed_clips\492_clip_1.npz,Proud
processed_clips\492_clip_2.npz,Proud
processed_clips\492_clip_3.npz,Proud
processed_clips\492_clip_4.npz,Proud
processed_clips\492_clip_5.npz,Proud
processed_clips\492_clip_6.npz,Proud
processed_clips\492_clip_7.npz,Proud
processed_clips\492_clip_8.npz,Proud
processed_clips\492_clip_9.npz,Proud
processed_clips\492_clip_10.npz,Proud
processed_clips\492_clip_11.npz,Proud
processed_clips\493_clip_0.npz,Surprise
processed_clips\493_clip_1.npz,Surprise
processed_clips\493_clip_2.npz,Surprise
processed_clips\493_clip_3.npz,Surprise
processed_clips\493_clip_4.npz,Surprise
processed_clips\493_clip_5.npz,Surprise
processed_clips\493_clip_6.npz,Surprise
processed_clips\493_clip_7.npz,Surprise
processed_clips\493_clip_8.npz,Surprise
processed_clips\493_clip_9.npz,Surprise
processed_clips\493_clip_10.npz,Surprise
processed_clips\493_clip_11.npz,Surprise
processed_clips\493_clip_12.npz,Surprise
processed_clips\493_clip_13.npz,Surprise
processed_clips\493_clip_14.npz,Surprise
processed_clips\493_clip_15.npz,Surprise
processed_clips\493_clip_16.npz,Surprise
processed_clips\493_clip_17.npz,Surprise
processed_clips\493_clip_18.npz,Surprise
processed_clips\493_clip_19.npz,Surprise
processed_clips\493_clip_20.npz,Surprise
processed_clips\493_clip_21.npz,Surprise
processed_clips\493_clip_22.npz,Surprise
processed_clips\493_clip_23.npz,Surprise
processed_clips\493_clip_24.npz,Surprise
processed_clips\493_clip_25.npz,Surprise
processed_clips\493_clip_26.npz,Surprise
processed_clips\493_clip_27.npz,Surprise
processed_clips\493_clip_28.npz,Surprise
processed_clips\494_clip_0.npz,Proud
processed_clips\494_clip_1.npz,Proud
processed_clips\494_clip_2.npz,Proud
processed_clips\494_clip_3.npz,Proud
processed_clips\494_clip_4.npz,Proud
processed_clips\495_clip_0.npz,Proud
processed_clips\495_clip_1.npz,Proud
processed_clips\495_clip_2.npz,Proud
processed_clips\495_clip_3.npz,Proud
processed_clips\495_clip_4.npz,Proud
processed_clips\495_clip_5.npz,Proud
processed_clips\495_clip_6.npz,Proud
processed_clips\495_clip_7.npz,Proud
processed_clips\495_clip_8.npz,Proud
processed_clips\495_clip_9.npz,Proud
processed_clips\495_clip_10.npz,Proud
processed_clips\495_clip_11.npz,Proud
processed_clips\495_clip_12.npz,Proud
processed_clips\495_clip_13.npz,Proud
processed_clips\495_clip_14.npz,Proud
processed_clips\495_clip_15.npz,Proud
processed_clips\495_clip_16.npz,Proud
processed_clips\495_clip_17.npz,Proud
processed_clips\495_clip_18.npz,Proud
processed_clips\495_clip_19.npz,Proud
processed_clips\495_clip_20.npz,Proud
processed_clips\496_clip_0.npz,Surprise
processed_clips\496_clip_1.npz,Surprise
processed_clips\496_clip_2.npz,Surprise
processed_clips\496_clip_3.npz,Surprise
processed_clips\496_clip_4.npz,Surprise
processed_clips\496_clip_5.npz,Surprise
processed_clips\496_clip_6.npz,Surprise
processed_clips\496_clip_7.npz,Surprise
processed_clips\496_clip_8.npz,Surprise
processed_clips\496_clip_9.npz,Surprise
processed_clips\496_clip_10.npz,Surprise
processed_clips\496_clip_11.npz,Surprise
processed_clips\496_clip_12.npz,Surprise
processed_clips\496_clip_13.npz,Surprise
processed_clips\496_clip_14.npz,Surprise
processed_clips\496_clip_15.npz,Surprise
processed_clips\497_clip_0.npz,Proud
processed_clips\497_clip_1.npz,Proud
processed_clips\497_clip_2.npz,Proud
processed_clips\497_clip_3.npz,Proud
processed_clips\497_clip_4.npz,Proud
processed_clips\497_clip_5.npz,Proud
processed_clips\497_clip_6.npz,Proud
processed_clips\497_clip_7.npz,Proud
processed_clips\497_clip_8.npz,Proud
processed_clips\497_clip_9.npz,Proud
processed_clips\497_clip_10.npz,Proud
processed_clips\497_clip_11.npz,Proud
processed_clips\497_clip_12.npz,Proud
processed_clips\497_clip_13.npz,Proud
processed_clips\497_clip_14.npz,Proud
processed_clips\497_clip_15.npz,Proud
processed_clips\497_clip_16.npz,Proud
processed_clips\497_clip_17.npz,Proud
processed_clips\497_clip_18.npz,Proud
processed_clips\497_clip_19.npz,Proud
processed_clips\497_clip_20.npz,Proud
processed_clips\497_clip_21.npz,Proud
processed_clips\497_clip_22.npz,Proud
processed_clips\497_clip_23.npz,Proud
processed_clips\498_clip_0.npz,Surprise
processed_clips\498_clip_1.npz,Surprise
processed_clips\498_clip_2.npz,Surprise
processed_clips\498_clip_3.npz,Surprise
processed_clips\498_clip_4.npz,Surprise
processed_clips\498_clip_5.npz,Surprise
processed_clips\498_clip_6.npz,Surprise
processed_clips\498_clip_7.npz,Surprise
processed_clips\498_clip_8.npz,Surprise
processed_clips\498_clip_9.npz,Surprise
processed_clips\498_clip_10.npz,Surprise
processed_clips\498_clip_11.npz,Surprise
processed_clips\498_clip_12.npz,Surprise
processed_clips\498_clip_13.npz,Surprise
processed_clips\498_clip_14.npz,Surprise
processed_clips\498_clip_15.npz,Surprise
processed_clips\498_clip_16.npz,Surprise
processed_clips\498_clip_17.npz,Surprise
processed_clips\498_clip_18.npz,Surprise
processed_clips\498_clip_19.npz,Surprise
processed_clips\498_clip_20.npz,Surprise
processed_clips\498_clip_21.npz,Surprise
processed_clips\498_clip_22.npz,Surprise
processed_clips\498_clip_23.npz,Surprise
processed_clips\498_clip_24.npz,Surprise
processed_clips\499_clip_0.npz,Proud
processed_clips\499_clip_1.npz,Proud
processed_clips\499_clip_2.npz,Proud
processed_clips\499_clip_3.npz,Proud
processed_clips\499_clip_4.npz,Proud
processed_clips\499_clip_5.npz,Proud
processed_clips\499_clip_6.npz,Proud
processed_clips\499_clip_7.npz,Proud
processed_clips\499_clip_8.npz,Proud
processed_clips\499_clip_9.npz,Proud
processed_clips\499_clip_10.npz,Proud
processed_clips\499_clip_11.npz,Proud
processed_clips\499_clip_12.npz,Proud
processed_clips\499_clip_13.npz,Proud
processed_clips\499_clip_14.npz,Proud
processed_clips\499_clip_15.npz,Proud
processed_clips\499_clip_16.npz,Proud
processed_clips\499_clip_17.npz,Proud
processed_clips\500_clip_0.npz,Joy
processed_clips\500_clip_1.npz,Joy
processed_clips\500_clip_2.npz,Joy
processed_clips\500_clip_3.npz,Joy
processed_clips\500_clip_4.npz,Joy
processed_clips\500_clip_5.npz,Joy
processed_clips\500_clip_6.npz,Joy
processed_clips\500_clip_7.npz,Joy
processed_clips\501_clip_0.npz,Joy
processed_clips\501_clip_1.npz,Joy
processed_clips\501_clip_2.npz,Joy
processed_clips\501_clip_3.npz,Joy
